	Air Quality Network	Air Quality Network Name	Air Quality Station EoI Code	Air Quality Station Name	Air Pollutant	Air Pollutant Description	Year	Air Pollution Level	Unit Of Air Pollution Level	Data Coverage	Verification	Air Quality Station Type	Air Quality Station Area	Longitude	Latitude	Altitude	Source Of Data Flow	Calculation Time
1868	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	NO2	Nitrogen dioxide (air)	2019	0.0	count	95.72	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:12:43
1873	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	77.241	ug/m3	79.45	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:34:36
1880	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	SO2	Sulphur dioxide (air)	2020	10.997	ug/m3	98.47	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 21:16:40
1881	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	PM10	Particulate matter < 10 µm (aerosol)	2021	21.65	ug/m3	87.99	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
1882	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	PM10	Particulate matter < 10 µm (aerosol)	2021	57.479	ug/m3	87.67	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:34:00
1885	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2021	49.262	ug/m3	94.12	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
1887	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2020	41.67	ug/m3	100.0	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:54
1892	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2020	81.449	ug/m3	100.0	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 21:31:12
1896	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2021	64.783	ug/m3	92.92	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 21:16:19
1898	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	NO2	Nitrogen dioxide (air)	2019	16.337	ug/m3	100.0	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:17
1900	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2021	49.857	ug/m3	93.97	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:54
1901	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2019	22015.612	ug/m3	98.36	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:47
1903	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	SO2	Sulphur dioxide (air)	2020	36.9	ug/m3	97.8	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:57:06
1906	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2020	3778.1	ug/m3	98.46	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 21:34:18
1908	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO2	Nitrogen dioxide (air)	2021	0.0	count	94.01	3.0	Traffic	Urban	19.819	45.2626	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:12:43
1910	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO	Nitrogen monoxide (air)	2019	592.5	ug/m3	94.98	1.0	Traffic	Urban	19.819	45.2626	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:14:43
1913	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2021	0.0	count	92.49	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:46:32
1914	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2021	88.083	ug/m3	92.49	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
1915	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2019	67.423	ug/m3	97.01	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:59:32
1917	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2021	-1.46	ug/m3	92.49	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
1918	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2020	8.4	ug/m3	97.15	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
1920	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	CO	Carbon monoxide (air)	2020	2.29	mg/m3	97.89	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
1922	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	CO	Carbon monoxide (air)	2020	0.22	mg/m3	97.89	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
1923	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	CO	Carbon monoxide (air)	2021	0.431	mg/m3	92.87	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
1925	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO	Nitrogen monoxide (air)	2019	4.175	ug/m3	97.01	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
1928	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM10	Particulate matter < 10 µm (aerosol)	2019	263.0	ug/m3	99.79	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
1929	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM10	Particulate matter < 10 µm (aerosol)	2020	0.6	ug/m3	74.08	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
1931	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM10	Particulate matter < 10 µm (aerosol)	2021	98.58	ug/m3	79.45	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:34:18
1932	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM10	Particulate matter < 10 µm (aerosol)	2021	32.538	ug/m3	93.29	3.0	Background	Urban	20.4591	44.8211	103.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
1933	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2019	9143.146	ug/m3	98.73	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:41
1934	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2020	72.125	ug/m3	90.98	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:26
1942	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2021	96.09	ug/m3	100.0	3.0	Background	Urban	20.4591	44.8211	103.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 21:31:12
1943	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	NO2	Nitrogen dioxide (air)	2020	22.869	ug/m3	98.05	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
1944	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	NO2	Nitrogen dioxide (air)	2020	84.796	ug/m3	99.45	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:14
1949	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	CO	Carbon monoxide (air)	2021	-0.601	mg/m3	93.12	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
1952	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	NO	Nitrogen monoxide (air)	2020	0.5	ug/m3	98.05	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
1953	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	18.664	ug/m3	79.45	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:35:47
1954	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	SO2	Sulphur dioxide (air)	2021	0.0	count	94.13	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:40:58
1955	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2019	25.667	count	33.33	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 20:59:44
1956	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2021	37.333	count	100.0	3.0	Background	Rural	20.8021	43.2841	1712.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:59:44
1960	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2021	11.718	ug/m3	93.42	3.0	Background	Urban	21.8966	42.5511	473.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:34
1961	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2021	87.199	ug/m3	93.89	3.0	Background	Urban	21.8966	42.5511	473.0	E2a/UTD AQ e-Reporting	31/05/2022 20:57:06
1967	NET-RS002A	Serbian national AQ network	RS0050A	Smederevo-Centar	PM10	Particulate matter < 10 µm (aerosol)	2021	22.42	ug/m3	83.18	3.0	Traffic	Urban	20.9267	44.6641		E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
1968	NET-RS002A	Serbian national AQ network	RS0050A	Smederevo-Centar	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	29.334	ug/m3	32.45	3.0	Traffic	Urban	20.9267	44.6641		E2a/UTD AQ e-Reporting	31/05/2022 19:56:28
1991	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	CO	Carbon monoxide (air)	2019	0.002	mg/m3	98.24	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
1993	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	CO	Carbon monoxide (air)	2020	0.05	mg/m3	98.43	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
1996	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	PM10	Particulate matter < 10 µm (aerosol)	2019	89.603	ug/m3	94.52	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:34:00
1999	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2019	88.242	ug/m3	84.71	1.0	Background	Suburban	20.9317	44.6523	147.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:59:32
2002	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	CO	Carbon monoxide (air)	2020	0.0	count	100.0	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
2003	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	CO	Carbon monoxide (air)	2020	3.81	mg/m3	100.0	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
2005	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	CO	Carbon monoxide (air)	2021	1.287	mg/m3	93.97	3.0	Background	Suburban	20.9317	44.6523	147.0	E2a/UTD AQ e-Reporting	31/05/2022 20:35:30
2007	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	PM10	Particulate matter < 10 µm (aerosol)	2019	6.167	ug/m3	90.68	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:08
2008	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	PM10	Particulate matter < 10 µm (aerosol)	2019	62.494	ug/m3	91.15	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
2011	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO2	Nitrogen dioxide (air)	2019	20.978	ug/m3	100.0	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:17
2013	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO2	Nitrogen dioxide (air)	2021	100.437	ug/m3	93.53	3.0	Background	Urban	19.899	44.273	181.0	E2a/UTD AQ e-Reporting	31/05/2022 20:33:02
2016	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	CO	Carbon monoxide (air)	2020	1.338	mg/m3	97.81	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:42
2020	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	CO	Carbon monoxide (air)	2020	0.57	mg/m3	97.23	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
2024	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	CO	Carbon monoxide (air)	2019	0.0	mg/m3	97.79	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
2025	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	CO	Carbon monoxide (air)	2019	0.001	mg/m3	97.53	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:35:30
2026	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2019	6.493	ug/m3	97.0	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
2028	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2020	0.0	count	97.39	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:40:58
2029	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2021	40.546	ug/m3	92.88	3.0	Background	Urban	20.925	44.0116	175.0	E2a/UTD AQ e-Reporting	31/05/2022 20:00:24
2032	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO	Nitrogen monoxide (air)	2019	22.927	ug/m3	98.63	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
2033	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO	Nitrogen monoxide (air)	2020	10.4	ug/m3	95.9	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
2035	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	SO2	Sulphur dioxide (air)	2019	157.617	ug/m3	99.45	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:10
2037	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	SO2	Sulphur dioxide (air)	2020	2.7	ug/m3	100.0	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:12:56
2039	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	CO	Carbon monoxide (air)	2019	0.0	count	97.26	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
2042	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2020	1.0	ug/m3	97.39	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
2044	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	PM10	Particulate matter < 10 µm (aerosol)	2020	74.5	ug/m3	84.97	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:41
2049	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	NO2	Nitrogen dioxide (air)	2021	20.443	ug/m3	94.16	3.0	Background	Urban	20.925	44.0116	175.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
2052	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	NOX as NO2	Nitrogen oxides (air)	2020	513.8	ug/m3	97.18	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
2053	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	CO	Carbon monoxide (air)	2019	0.0	mg/m3	98.68	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
2054	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	CO	Carbon monoxide (air)	2020		mg/m3	0.0	3.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
2058	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	SO2	Sulphur dioxide (air)	2020	5.471	ug/m3	99.18	1.0	Background	Urban	22.2733	43.9021	133.0	E1a/validated data AQ e-Reporting	31/05/2022 20:12:56
2068	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	CO	Carbon monoxide (air)	2021	0.102	mg/m3	92.2	3.0	Background	Urban	20.454	45.8215	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
2069	NET-RS002A	Serbian national AQ network	RS0035A	Pancevo-Sodara	SO2	Sulphur dioxide (air)	2021	70.901	ug/m3	94.17	3.0	Industrial	Urban	20.6443	44.863	80.0	E2a/UTD AQ e-Reporting	31/05/2022 20:30:29
2071	NET-RS002A	Serbian national AQ network	RS0035A	Pancevo-Sodara	CO	Carbon monoxide (air)	2021	4.872	mg/m3	94.17	3.0	Industrial	Urban	20.6443	44.863	80.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
2073	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2019	46.629	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:00:24
2074	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2020	42.317	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:04
2077	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2021	1.157	ug/m3	93.58	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
2078	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2019	9.16	ug/m3	98.37	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
2079	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2020	0.0	count	98.16	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:10:09
2085	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2019	36.945	ug/m3	27.56	1.0	Background	Urban	20.4002	44.8032	74.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
2086	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	11059.162	ug/m3	98.41	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:47
2087	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2021	32746.843	ug/m3	92.03	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 21:35:47
2088	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2021	3.574	ug/m3	92.88	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:13:56
2093	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO2	Nitrogen dioxide (air)	2019	128.925	ug/m3	98.48	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:59:32
2101	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NOX as NO2	Nitrogen oxides (air)	2019	28.268	ug/m3	98.48	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
2104	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	CO	Carbon monoxide (air)	2020	2.406	mg/m3	99.18	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
2107	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO	Nitrogen monoxide (air)	2019	452.5	ug/m3	98.48	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
2111	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2019	121.857	ug/m3	98.08	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:41
2113	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2020	110.125	ug/m3	97.81	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:27
2115	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NOX as NO2	Nitrogen oxides (air)	2020	1.2	ug/m3	95.9	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
2120	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2021	0.0	count	93.07	3.0	Background	Urban	20.925	44.0116	175.0	E2a/UTD AQ e-Reporting	31/05/2022 20:40:58
2121	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2020	44.496	ug/m3	98.63	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:00:24
2125	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	PM10	Particulate matter < 10 µm (aerosol)	2019	69.827	ug/m3	86.3	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:41
2129	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	PM10	Particulate matter < 10 µm (aerosol)	2019	19.906	ug/m3	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
2130	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2021	16.0	count	92.33	3.0	Background	Urban	20.4753	44.797	141.0	E2a/UTD AQ e-Reporting	31/05/2022 20:48:05
2132	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	70.5	ug/m3	99.18	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:23
2133	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	SO2	Sulphur dioxide (air)	2019	52.9	ug/m3	95.58	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 20:30:29
2134	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2019	77.875	ug/m3	99.18	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:41
2135	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	PM10	Particulate matter < 10 µm (aerosol)	2020	25.1	ug/m3	81.15	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:41
2136	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	0.5	ug/m3	98.02	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
2140	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	31.915	ug/m3	98.59	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 21:16:19
2143	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	O3	Ozone (air)	2020	12251.684	ug/m3	95.74	1.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:41
2146	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	NO2	Nitrogen dioxide (air)	2019	0.0	count	96.87	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:06:29
